"('protector', 'cover')"
"('cover', 'front')"
"('front', 'surface')"
"('surface', 'back')"
"('back', 'surface')"
"('surface', 'first')"
"('first', 'side')"
"('side', 'second')"
"('second', 'side')"
"('side', 'first')"
"('first', 'second')"
"('second', 'end')"
"('end', 'supported')"
"('supported', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'support')"
"('support', 'position')"
"('position', 'covering')"
"('covering', 'front')"
"('front', 'portion')"
"('portion', 'chest')"
"('chest', 'stomach')"
"('stomach', 'user')"
"('user', 'protector')"
"('protector', 'support')"
"('support', 'adapted')"
"('adapted', 'support')"
"('support', 'garment')"
"('garment', 'protector')"
"('protector', 'neck')"
"('neck', 'user')"
"('user', 'wherein')"
"('wherein', 'protector')"
"('protector', 'support')"
"('support', 'comprises')"
"('comprises', 'strap')"
"('strap', 'first')"
"('first', 'end')"
"('end', 'second')"
"('second', 'end')"
"('end', 'positioned')"
"('positioned', 'extend')"
"('extend', 'first')"
"('first', 'end')"
"('end', 'strap')"
"('strap', 'joined')"
"('joined', 'first')"
"('first', 'side')"
"('side', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'around')"
"('around', 'back')"
"('back', 'neck')"
"('neck', 'user')"
"('user', 'second')"
"('second', 'end')"
"('end', 'strip')"
"('strip', 'joined')"
"('joined', 'second')"
"('second', 'side')"
"('side', 'protector')"
"('protector', 'cover')"
"('cover', 'wherein')"
"('wherein', 'strap')"
"('strap', 'includes')"
"('includes', 'least')"
"('least', 'one')"
"('one', 'tearable')"
"('tearable', 'perforation')"
"('perforation', 'least')"
"('least', 'one')"
"('one', 'adhesive')"
"('adhesive', 'section')"
"('section', 'positioned')"
"('positioned', 'strap')"
"('strap', 'tearable')"
"('tearable', 'perforation')"
"('perforation', 'torn')"
"('torn', 'first')"
"('first', 'strap')"
"('strap', 'tear')"
"('tear', 'end')"
"('end', 'including')"
"('including', 'adhesive')"
"('adhesive', 'section')"
"('section', 'second')"
"('second', 'strap')"
"('strap', 'tear')"
"('tear', 'end')"
"('end', 'produced')"
"('produced', 'second')"
"('second', 'strap')"
"('strap', 'tear')"
"('tear', 'end')"
"('end', 'joinable')"
"('joinable', 'adhesive')"
"('adhesive', 'section')"
"('section', 'first')"
"('first', 'strap')"
"('strap', 'tear')"
"('tear', 'end')"
"('end', 'change')"
"('change', 'length')"
"('length', 'strap')"
"('strap', 'pouch')"
"('pouch', 'positioned')"
"('positioned', 'second')"
"('second', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'pouch')"
"('pouch', 'top')"
"('top', 'end')"
"('end', 'bottom')"
"('bottom', 'end')"
"('end', 'front')"
"('front', 'back')"
"('back', 'formed')"
"('formed', 'fold')"
"('fold', 'one')"
"('one', 'first')"
"('first', 'closed')"
"('closed', 'position')"
"('position', 'storage')"
"('storage', 'second')"
"('second', 'opened')"
"('opened', 'position')"
"('position', 'top')"
"('top', 'end')"
"('end', 'opened')"
"('opened', 'positioned')"
"('positioned', 'collect')"
"('collect', 'particulates')"
"('particulates', 'liquids')"
"('liquids', 'moving')"
"('moving', 'downwardly')"
"('downwardly', 'along')"
"('along', 'front')"
"('front', 'surface')"
"('surface', 'protector')"
"('protector', 'cover')"
"('cover', 'disposable')"
"('disposable', 'garment')"
"('garment', 'protector')"
"('protector', 'comprising')"
"('comprising', 'protector')"
"('protector', 'cover')"
"('cover', 'front')"
"('front', 'surface')"
"('surface', 'back')"
"('back', 'surface')"
"('surface', 'first')"
"('first', 'side')"
"('side', 'second')"
"('second', 'side')"
"('side', 'first')"
"('first', 'second')"
"('second', 'end')"
"('end', 'supported')"
"('supported', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'support')"
"('support', 'position')"
"('position', 'covering')"
"('covering', 'front')"
"('front', 'portion')"
"('portion', 'chest')"
"('chest', 'stomach')"
"('stomach', 'user')"
"('user', 'neck')"
"('neck', 'user')"
"('user', 'wherein')"
"('wherein', 'protector')"
"('protector', 'support')"
"('support', 'comprises')"
"('comprises', 'two')"
"('two', 'strap')"
"('strap', 'sections')"
"('sections', 'first')"
"('first', 'strap')"
"('strap', 'section')"
"('section', 'first')"
"('first', 'end')"
"('end', 'joined')"
"('joined', 'first')"
"('first', 'side')"
"('side', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'second')"
"('second', 'end')"
"('end', 'second')"
"('second', 'strap')"
"('strap', 'section')"
"('section', 'first')"
"('first', 'end')"
"('end', 'first')"
"('first', 'end')"
"('end', 'joined')"
"('joined', 'second')"
"('second', 'side')"
"('side', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'second')"
"('second', 'end')"
"('end', 'portion')"
"('portion', 'first')"
"('first', 'strap')"
"('strap', 'section')"
"('section', 'first')"
"('first', 'end')"
"('end', 'portion')"
"('portion', 'second')"
"('second', 'strap')"
"('strap', 'section')"
"('section', 'joinable')"
"('joinable', 'form')"
"('form', 'strap')"
"('strap', 'wherein')"
"('wherein', 'strap')"
"('strap', 'includes')"
"('includes', 'least')"
"('least', 'one')"
"('one', 'tearable')"
"('tearable', 'perforation')"
"('perforation', 'torn')"
"('torn', 'permits')"
"('permits', 'removal')"
"('removal', 'protector')"
"('protector', 'neck')"
"('neck', 'user')"
"('user', 'pouch')"
"('pouch', 'positioned')"
"('positioned', 'second')"
"('second', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'pouch')"
"('pouch', 'top')"
"('top', 'end')"
"('end', 'bottom')"
"('bottom', 'end')"
"('end', 'front')"
"('front', 'back')"
"('back', 'formed')"
"('formed', 'fold')"
"('fold', 'one')"
"('one', 'first')"
"('first', 'closed')"
"('closed', 'position')"
"('position', 'storage')"
"('storage', 'second')"
"('second', 'opened')"
"('opened', 'position')"
"('position', 'top')"
"('top', 'end')"
"('end', 'opened')"
"('opened', 'positioned')"
"('positioned', 'collect')"
"('collect', 'particulates')"
"('particulates', 'liquids')"
"('liquids', 'moving')"
"('moving', 'downwardly')"
"('downwardly', 'along')"
"('along', 'front')"
"('front', 'surface')"
"('surface', 'protector')"
"('protector', 'cover')"
"('cover', 'disposable')"
"('disposable', 'garment')"
"('garment', 'protector')"
"('protector', 'comprising')"
"('comprising', 'protector')"
"('protector', 'cover')"
"('cover', 'front')"
"('front', 'surface')"
"('surface', 'back')"
"('back', 'surface')"
"('surface', 'first')"
"('first', 'side')"
"('side', 'second')"
"('second', 'side')"
"('side', 'first')"
"('first', 'second')"
"('second', 'end')"
"('end', 'supported')"
"('supported', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'support')"
"('support', 'position')"
"('position', 'covering')"
"('covering', 'front')"
"('front', 'portion')"
"('portion', 'chest')"
"('chest', 'stomach')"
"('stomach', 'user')"
"('user', 'protector')"
"('protector', 'support')"
"('support', 'adapted')"
"('adapted', 'support')"
"('support', 'garment')"
"('garment', 'protector')"
"('protector', 'neck')"
"('neck', 'user')"
"('user', 'wherein')"
"('wherein', 'protector')"
"('protector', 'support')"
"('support', 'comprises')"
"('comprises', 'two')"
"('two', 'strap')"
"('strap', 'sections')"
"('sections', 'first')"
"('first', 'strap')"
"('strap', 'section')"
"('section', 'first')"
"('first', 'end')"
"('end', 'joined')"
"('joined', 'first')"
"('first', 'side')"
"('side', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'second')"
"('second', 'end')"
"('end', 'second')"
"('second', 'strap')"
"('strap', 'section')"
"('section', 'first')"
"('first', 'end')"
"('end', 'first')"
"('first', 'end')"
"('end', 'joined')"
"('joined', 'second')"
"('second', 'side')"
"('side', 'first')"
"('first', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'second')"
"('second', 'end')"
"('end', 'portion')"
"('portion', 'first')"
"('first', 'strap')"
"('strap', 'section')"
"('section', 'first')"
"('first', 'end')"
"('end', 'portion')"
"('portion', 'second')"
"('second', 'strap')"
"('strap', 'section')"
"('section', 'joinable')"
"('joinable', 'form')"
"('form', 'strap')"
"('strap', 'wherein')"
"('wherein', 'strap')"
"('strap', 'section')"
"('section', 'includes')"
"('includes', 'least')"
"('least', 'one')"
"('one', 'tearable')"
"('tearable', 'perforation')"
"('perforation', 'adhesive')"
"('adhesive', 'section')"
"('section', 'positioned')"
"('positioned', 'strap')"
"('strap', 'section')"
"('section', 'tearable')"
"('tearable', 'perforation')"
"('perforation', 'torn')"
"('torn', 'first')"
"('first', 'strap')"
"('strap', 'section')"
"('section', 'tear')"
"('tear', 'end')"
"('end', 'including')"
"('including', 'adhesive')"
"('adhesive', 'section')"
"('section', 'second')"
"('second', 'strap')"
"('strap', 'section')"
"('section', 'tear')"
"('tear', 'end')"
"('end', 'produced')"
"('produced', 'second')"
"('second', 'strap')"
"('strap', 'section')"
"('section', 'tear')"
"('tear', 'end')"
"('end', 'joinable')"
"('joinable', 'adhesive')"
"('adhesive', 'section')"
"('section', 'first')"
"('first', 'strap')"
"('strap', 'section')"
"('section', 'tear')"
"('tear', 'end')"
"('end', 'change')"
"('change', 'length')"
"('length', 'strap')"
"('strap', 'section')"
"('section', 'pouch')"
"('pouch', 'positioned')"
"('positioned', 'second')"
"('second', 'end')"
"('end', 'protector')"
"('protector', 'cover')"
"('cover', 'pouch')"
"('pouch', 'top')"
"('top', 'end')"
"('end', 'bottom')"
"('bottom', 'end')"
"('end', 'front')"
"('front', 'back')"
"('back', 'formed')"
"('formed', 'fold')"
"('fold', 'one')"
"('one', 'first')"
"('first', 'closed')"
"('closed', 'position')"
"('position', 'storage')"
"('storage', 'second')"
"('second', 'opened')"
"('opened', 'position')"
"('position', 'top')"
"('top', 'end')"
"('end', 'opened')"
"('opened', 'positioned')"
"('positioned', 'collect')"
"('collect', 'particulates')"
"('particulates', 'liquids')"
"('liquids', 'moving')"
"('moving', 'downwardly')"
"('downwardly', 'along')"
"('along', 'front')"
"('front', 'surface')"
"('surface', 'protector')"
"('protector', 'cover')"
"('sleeping', 'bag')"
"('bag', 'including')"
"('including', 'main')"
"('main', 'body')"
"('body', 'substantially')"
"('substantially', 'enclosing')"
"('enclosing', 'trunk')"
"('trunk', 'user')"
"('user', 'least')"
"('least', 'two')"
"('two', 'body')"
"('body', 'part')"
"('part', 'portions')"
"('portions', 'communication')"
"('communication', 'attached')"
"('attached', 'said')"
"('said', 'main')"
"('main', 'body')"
"('body', 'said')"
"('said', 'least')"
"('least', 'two')"
"('two', 'body')"
"('body', 'part')"
"('part', 'portions')"
"('portions', 'adapted')"
"('adapted', 'enclose')"
"('enclose', 'partially')"
"('partially', 'fully')"
"('fully', 'least')"
"('least', 'one')"
"('one', 'body')"
"('body', 'part')"
"('part', 'user')"
"('user', 'wherein')"
"('wherein', 'one')"
"('one', 'said')"
"('said', 'body')"
"('body', 'part')"
"('part', 'portions')"
"('portions', 'includes')"
"('includes', 'least')"
"('least', 'one')"
"('one', 'leg')"
"('leg', 'portion')"
"('portion', 'integrally')"
"('integrally', 'formed')"
"('formed', 'main')"
"('main', 'body')"
"('body', 'wherein')"
"('wherein', 'another')"
"('another', 'said')"
"('said', 'body')"
"('body', 'part')"
"('part', 'portions')"
"('portions', 'includes')"
"('includes', 'least')"
"('least', 'one')"
"('one', 'arm')"
"('arm', 'portion')"
"('portion', 'releasably')"
"('releasably', 'attachable')"
"('attachable', 'main')"
"('main', 'body')"
"('body', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'least')"
"('least', 'two')"
"('two', 'body')"
"('body', 'part')"
"('part', 'portions')"
"('portions', 'includes')"
"('includes', 'head')"
"('head', 'portion')"
"('portion', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'head')"
"('head', 'portion')"
"('portion', 'releasably')"
"('releasably', 'attachable')"
"('attachable', 'main')"
"('main', 'body')"
"('body', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'provided')"
"('provided', 'substantially')"
"('substantially', 'water')"
"('water', 'resistant')"
"('resistant', 'water')"
"('water', 'proof')"
"('proof', 'seal')"
"('seal', 'said')"
"('said', 'main')"
"('main', 'body')"
"('body', 'releasably')"
"('releasably', 'attachable')"
"('attachable', 'body')"
"('body', 'part')"
"('part', 'portion')"
"('portion', 'attached')"
"('attached', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'substantially')"
"('substantially', 'water')"
"('water', 'resistant')"
"('resistant', 'water')"
"('water', 'proof')"
"('proof', 'seal')"
"('seal', 'form')"
"('form', 'provided')"
"('provided', 'releasably')"
"('releasably', 'sealable')"
"('sealable', 'flap')"
"('flap', 'provided')"
"('provided', 'either')"
"('either', 'main')"
"('main', 'body')"
"('body', 'releasably')"
"('releasably', 'attachable')"
"('attachable', 'body')"
"('body', 'part')"
"('part', 'portion')"
"('portion', 'region')"
"('region', 'attachment')"
"('attachment', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'one')"
"('one', 'releasable')"
"('releasable', 'attachable')"
"('attachable', 'body')"
"('body', 'part')"
"('part', 'portion')"
"('portion', 'comprised')"
"('comprised', 'different')"
"('different', 'material')"
"('material', 'said')"
"('said', 'main')"
"('main', 'body')"
"('body', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'provided')"
"('provided', 'gusset')"
"('gusset', 'region')"
"('region', 'least')"
"('least', 'two')"
"('two', 'leg')"
"('leg', 'portions')"
"('portions', 'meet')"
"('meet', 'main')"
"('main', 'body')"
"('body', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'main')"
"('main', 'body')"
"('body', 'provided')"
"('provided', 'drawstring')"
"('drawstring', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'least')"
"('least', 'one')"
"('one', 'leg')"
"('leg', 'portion')"
"('portion', 'provided')"
"('provided', 'feet')"
"('feet', 'portion')"
"('portion', 'substantially')"
"('substantially', 'enclose')"
"('enclose', 'feet')"
"('feet', 'user')"
"('user', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'feet')"
"('feet', 'portion')"
"('portion', 'provided')"
"('provided', 'drawstring')"
"('drawstring', 'enable')"
"('enable', 'user')"
"('user', 'draw')"
"('draw', 'feet')"
"('feet', 'portion')"
"('portion', 'around')"
"('around', 'feet')"
"('feet', 'lower')"
"('lower', 'leg')"
"('leg', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'least')"
"('least', 'one')"
"('one', 'arm')"
"('arm', 'portion')"
"('portion', 'provided')"
"('provided', 'hand')"
"('hand', 'portion')"
"('portion', 'substantially')"
"('substantially', 'enclose')"
"('enclose', 'hands')"
"('hands', 'user')"
"('user', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'feet')"
"('feet', 'portion')"
"('portion', 'said')"
"('said', 'hand')"
"('hand', 'portion')"
"('portion', 'comprised')"
"('comprised', 'substantially')"
"('substantially', 'water')"
"('water', 'resistant')"
"('resistant', 'water')"
"('water', 'proof')"
"('proof', 'material')"
"('material', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'feet')"
"('feet', 'portion')"
"('portion', 'said')"
"('said', 'hand')"
"('hand', 'portion')"
"('portion', 'releasable')"
"('releasable', 'attachable')"
"('attachable', 'said')"
"('said', 'least')"
"('least', 'one')"
"('one', 'leg')"
"('leg', 'portion')"
"('portion', 'arm')"
"('arm', 'portion')"
"('portion', 'respectively')"
"('respectively', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'least')"
"('least', 'one')"
"('one', 'leg')"
"('leg', 'portion')"
"('portion', 'provided')"
"('provided', 'drawstring')"
"('drawstring', 'enable')"
"('enable', 'user')"
"('user', 'draw')"
"('draw', 'said')"
"('said', 'least')"
"('least', 'one')"
"('one', 'leg')"
"('leg', 'portion')"
"('portion', 'around')"
"('around', 'leg')"
"('leg', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'drawstring')"
"('drawstring', 'located')"
"('located', 'towards')"
"('towards', 'lower')"
"('lower', 'part')"
"('part', 'said')"
"('said', 'least')"
"('least', 'one')"
"('one', 'leg')"
"('leg', 'portion')"
"('portion', 'whereby')"
"('whereby', 'user')"
"('user', 'may')"
"('may', 'draw')"
"('draw', 'said')"
"('said', 'least')"
"('least', 'one')"
"('one', 'leg')"
"('leg', 'portion')"
"('portion', 'around')"
"('around', 'lower')"
"('lower', 'leg')"
"('leg', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'main')"
"('main', 'entry')"
"('entry', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'provided')"
"('provided', 'zip')"
"('zip', 'fastener')"
"('fastener', 'running')"
"('running', 'substantially')"
"('substantially', 'length')"
"('length', 'main')"
"('main', 'body')"
"('body', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'zip')"
"('zip', 'fastener')"
"('fastener', 'located')"
"('located', 'substantially')"
"('substantially', 'along')"
"('along', 'middle')"
"('middle', 'front')"
"('front', 'portion')"
"('portion', 'main')"
"('main', 'body')"
"('body', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'claimed')"
"('claimed', 'claim')"
"('claim', 'wherein')"
"('wherein', 'main')"
"('main', 'entry')"
"('entry', 'sleeping')"
"('sleeping', 'bag')"
"('bag', 'provided')"
"('provided', 'substantially')"
"('substantially', 'water')"
"('water', 'resistant')"
"('resistant', 'water')"
"('water', 'proof')"
"('proof', 'seal')"
"('sock', 'comprises')"
"('comprises', 'toe')"
"('toe', 'portion')"
"('portion', 'composed')"
"('composed', 'five')"
"('five', 'sheaths')"
"('sheaths', 'wherein')"
"('wherein', 'five')"
"('five', 'sheaths')"
"('sheaths', 'formed')"
"('formed', 'four')"
"('four', 'dividers')"
"('dividers', 'inside')"
"('inside', 'sock')"
"('sock', 'said')"
"('said', 'dividers')"
"('dividers', 'knitted')"
"('knitted', 'bottom')"
"('bottom', 'top')"
"('top', 'part')"
"('part', 'sock')"
"('sock', 'toe')"
"('toe', 'portion')"
"('portion', 'foot')"
"('foot', 'body')"
"('body', 'portion')"
"('portion', 'covers')"
"('covers', 'foot')"
"('foot', 'area')"
"('area', 'heel')"
"('heel', 'toes')"
"('toes', 'heel')"
"('heel', 'portion')"
"('portion', 'covers')"
"('covers', 'heel')"
"('heel', 'ankle')"
"('ankle', 'portion')"
"('portion', 'covers')"
"('covers', 'ankle')"
"('ankle', 'sock')"
"('sock', 'comprises')"
"('comprises', 'toe')"
"('toe', 'portion')"
"('portion', 'wherein')"
"('wherein', 'inner')"
"('inner', 'layer')"
"('layer', 'five')"
"('five', 'sheaths')"
"('sheaths', 'foot')"
"('foot', 'body')"
"('body', 'portion')"
"('portion', 'covers')"
"('covers', 'foot')"
"('foot', 'area')"
"('area', 'heel')"
"('heel', 'toes')"
"('toes', 'heel')"
"('heel', 'portion')"
"('portion', 'covers')"
"('covers', 'heel')"
"('heel', 'ankle')"
"('ankle', 'portion')"
"('portion', 'covers')"
"('covers', 'ankle')"
"('ankle', 'sock')"
"('sock', 'comprises')"
"('comprises', 'toe')"
"('toe', 'portion')"
"('portion', 'composed')"
"('composed', 'five')"
"('five', 'sheaths')"
"('sheaths', 'wherein')"
"('wherein', 'five')"
"('five', 'sheaths')"
"('sheaths', 'independently')"
"('independently', 'knitted')"
"('knitted', 'along')"
"('along', 'root')"
"('root', 'lines')"
"('lines', 'toes')"
"('toes', 'foot')"
"('foot', 'body')"
"('body', 'portion')"
"('portion', 'covers')"
"('covers', 'foot')"
"('foot', 'area')"
"('area', 'heel')"
"('heel', 'toes')"
"('toes', 'heel')"
"('heel', 'portion')"
"('portion', 'covers')"
"('covers', 'heel')"
"('heel', 'ankle')"
"('ankle', 'portion')"
"('portion', 'covers')"
"('covers', 'ankle')"
"('perineum', 'protecting')"
"('protecting', 'device')"
"('device', 'protecting')"
"('protecting', 'perineum')"
"('perineum', 'males')"
"('males', 'riding')"
"('riding', 'bicycle')"
"('bicycle', 'prevent')"
"('prevent', 'damage')"
"('damage', 'penile')"
"('penile', 'artery')"
"('artery', 'said')"
"('said', 'device')"
"('device', 'comprising')"
"('comprising', 'panel')"
"('panel', 'said')"
"('said', 'panel')"
"('panel', 'front')"
"('front', 'edge')"
"('edge', 'back')"
"('back', 'edge')"
"('edge', 'first')"
"('first', 'side')"
"('side', 'edge')"
"('edge', 'back')"
"('back', 'side')"
"('side', 'edge')"
"('edge', 'securing')"
"('securing', 'means')"
"('means', 'removably')"
"('removably', 'abutting')"
"('abutting', 'said')"
"('said', 'panel')"
"('panel', 'perineum')"
"('perineum', 'said')"
"('said', 'securing')"
"('securing', 'means')"
"('means', 'comprising')"
"('comprising', 'first')"
"('first', 'loop')"
"('loop', 'member')"
"('member', 'said')"
"('said', 'first')"
"('first', 'loop')"
"('loop', 'member')"
"('member', 'first')"
"('first', 'end')"
"('end', 'second')"
"('second', 'end')"
"('end', 'said')"
"('said', 'first')"
"('first', 'end')"
"('end', 'securely')"
"('securely', 'attached')"
"('attached', 'said')"
"('said', 'first')"
"('first', 'side')"
"('side', 'edge')"
"('edge', 'positioned')"
"('positioned', 'generally')"
"('generally', 'adjacent')"
"('adjacent', 'said')"
"('said', 'front')"
"('front', 'edge')"
"('edge', 'said')"
"('said', 'second')"
"('second', 'end')"
"('end', 'securely')"
"('securely', 'attached')"
"('attached', 'said')"
"('said', 'first')"
"('first', 'side')"
"('side', 'edge')"
"('edge', 'positioned')"
"('positioned', 'generally')"
"('generally', 'adjacent')"
"('adjacent', 'said')"
"('said', 'back')"
"('back', 'edge')"
"('edge', 'second')"
"('second', 'loop')"
"('loop', 'member')"
"('member', 'said')"
"('said', 'second')"
"('second', 'loop')"
"('loop', 'member')"
"('member', 'first')"
"('first', 'end')"
"('end', 'second')"
"('second', 'end')"
"('end', 'said')"
"('said', 'first')"
"('first', 'end')"
"('end', 'securely')"
"('securely', 'attached')"
"('attached', 'said')"
"('said', 'second')"
"('second', 'side')"
"('side', 'edge')"
"('edge', 'positioned')"
"('positioned', 'generally')"
"('generally', 'adjacent')"
"('adjacent', 'said')"
"('said', 'front')"
"('front', 'edge')"
"('edge', 'said')"
"('said', 'second')"
"('second', 'end')"
"('end', 'securely')"
"('securely', 'attached')"
"('attached', 'said')"
"('said', 'second')"
"('second', 'side')"
"('side', 'edge')"
"('edge', 'positioned')"
"('positioned', 'generally')"
"('generally', 'adjacent')"
"('adjacent', 'said')"
"('said', 'back')"
"('back', 'edge')"
"('edge', 'perineum')"
"('perineum', 'protecting')"
"('protecting', 'device')"
"('device', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'panel')"
"('panel', 'middle')"
"('middle', 'portion')"
"('portion', 'said')"
"('said', 'middle')"
"('middle', 'portion')"
"('portion', 'comprising')"
"('comprising', 'cushioning')"
"('cushioning', 'material')"
"('material', 'perineum')"
"('perineum', 'protecting')"
"('protecting', 'device')"
"('device', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'panel')"
"('panel', 'height')"
"('height', 'generally')"
"('generally', 'inch')"
"('inch', 'inches')"
"('inches', 'perineum')"
"('perineum', 'protecting')"
"('protecting', 'device')"
"('device', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'cushioning')"
"('cushioning', 'material')"
"('material', 'comprises')"
"('comprises', 'foamed')"
"('foamed', 'elastomeric')"
"('elastomeric', 'material')"
"('material', 'perineum')"
"('perineum', 'protecting')"
"('protecting', 'device')"
"('device', 'claim')"
"('claim', 'wherein')"
"('wherein', 'said')"
"('said', 'middle')"
"('middle', 'portion')"
